collection_date,sticker,companyName,date,operating_net_income,operating_inventory,operating_other_working_capital,operating_change_in_working_capital,operating_other_non_cash_items,operating_loss_from_discontinued_operations,operating_loss_from_disposision_of_businesses,operating_depreciation_and_amortisation,operating_amortisation_of_debt_discount_premium_and_issuance_cost,operating_payables,operating_receivable,operating_accounts_payable,operating_accounts_receivable,operating_accrued_liabilities,operating_cummulative_effect_of_accounting_change,operating_prepaid_expenses,operating_cash_paid_for_income_tax,operating_deferred_income_taxes,operating_deferred_tax_expense,operating_excess_tax_benefit_from_stock_based_compensation,operating_income_taxes_payable,operating_interest_payable,operating_effect_of_exchange_rate_changes,operating_other_assets_and_liabilities,operating_other_operating_activities,operating_net_cash_provided_by_operating_activities,investing_investments_in_property_plant_and_equipment,investing_property_and_equipments_net,investing_property_plant_and_equipment_reductions,investing_acquisitions_and_despositions,investing_acquisitions_net,investing_purchases_of_intangibles,investing_sale_of_intangibles,investing_purchases_of_investments,investing_common_stock_repurchased,investing_investment_asset_impairment_charges,investing_investment_losses_gains,investing_sale_maturities_of_investments,investing_other_investing_charges,investing_sale_maturities_of_fixed_maturity_and_equity_securities,investing_other_investing_activities,investing_net_cash_used_for_investing_activities,financing_change_in_short_term_borrowing,financing_loans,financing_debt_issued,financing_debt_repayment,financing_long_term_debt_issued,financing_long_term_debt_repayment,financing_redemption_of_prefered_stock,financing_repurchases_of_treasury_stock,financing_cash_dividends_paid,financing_cash_paid_for_interest,financing_cash_paid_for_interest,financing_preferred_stock_issued,financing_common_stock_issued,financing_warrant_issued,financing_stock_based_compensation,financing_other_financing_activities,financing_net_cash_used_for_financing_activities,net_change_in_cash,cash_at_beginning_of_period,cash_at_end_of_period,operating_cash_flow,capital_expenditure,free_cash_flow
20180209,GEKTERNA,GEK TERNA (CR),2016-12-01 00:00:00,94.0,2.0,83.0,109.0,28.0,,,77.0,,,,,,101.0,,-76.0,,,,,,,3.0,,,311.0,-161.0,,,,,,,-37.0,-4.0,,3.0,,,,-25.0,-223.0,,,237.0,,,,,,-6.0,,,,1.0,,,-64.0,164.0,255.0,366.0,621.0,311.0,-161.0,150.0
20180209,GEKTERNA,GEK TERNA (CR),2017-12-01 00:00:00,130.0,5.0,98.0,91.0,49.0,,,80.0,,,,,,33.0,,-45.0,,,,,,,-0.0,,,349.0,-158.0,,,,,,,-9.0,-2.0,,,,,,4.0,-164.0,,,201.0,,,,,,-8.0,,,,1.0,,,-78.0,114.0,299.0,330.0,629.0,349.0,-158.0,191.0
20180209,GRIV,GRIVALIA PROPERTIES (CR),2012-12-01 00:00:00,,,-1.0,,29.0,,,,,,,,,,,,,,,,,,0.0,,,28.0,-0.0,,,,,,,,,,,,,,6.0,6.0,,,,-5.0,,,,-1.0,-24.0,,,,,,,,-30.0,4.0,157.0,161.0,28.0,-1.0,27.0
20180209,GRIV,GRIVALIA PROPERTIES (CR),2013-12-01 00:00:00,,,-1.0,,24.0,,,,,,,,,,,,,3.0,,,,,0.0,,,25.0,-0.0,,3.0,,,,,,,,,,,,15.0,18.0,,,,-14.0,,,,-0.0,,,,,,,,,-14.0,30.0,161.0,191.0,25.0,-0.0,25.0
20180209,GRIV,GRIVALIA PROPERTIES (CR),2014-12-01 00:00:00,,,-4.0,,37.0,,,,,,,,,,,,,4.0,,,,,0.0,,,37.0,-0.0,,,,,,,-161.0,,,,,,,-50.0,-211.0,,,,-3.0,,,,-0.0,-18.0,,,,192.0,,,-3.0,168.0,-5.0,191.0,185.0,37.0,-1.0,37.0
20180209,GRIV,GRIVALIA PROPERTIES (CR),2015-12-01 00:00:00,,,-3.0,,42.0,,,,,,,,,,,,,6.0,,,,,0.0,,,45.0,-0.0,,,,,,,-75.0,,,,,,,-0.0,-76.0,,,,-2.0,,,,-7.0,-30.0,,,,,,,-3.0,-43.0,-74.0,185.0,112.0,45.0,-1.0,44.0
20180209,GRIV,GRIVALIA PROPERTIES (CR),2016-12-01 00:00:00,,,-2.0,,38.0,,,,,,,,,,,,,5.0,,,,,0.0,,,42.0,-1.0,,,,-2.0,,,-37.0,,,,,,,0.0,-39.0,,,,-4.0,,,,-14.0,-31.0,,,,,,,-4.0,-52.0,-50.0,112.0,62.0,42.0,-1.0,41.0
20180209,GRIV,GRIVALIA PROPERTIES (CR),2017-12-01 00:00:00,,,0.0,,30.0,,,,,,,,,,,,,7.0,,,,,0.0,,,37.0,-0.0,,,,-30.0,,,-44.0,,,,,,,-3.0,-77.0,,,,-4.0,,,,-4.0,-18.0,,,,,,,74.0,48.0,9.0,75.0,84.0,37.0,-0.0,37.0
20180209,HSI,HEL. SUGAR INDUSTRY SA (CB),2012-06-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.0,,0.0,,,,,,,,,,,,,-6.0,,,131.0,-125.0,,,,,-4.0,,,,,,,,2.0,-4.0,12.0,8.0,,-6.0,-13.0
20180209,HSI,HEL. SUGAR INDUSTRY SA (CB),2013-06-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0,,,-15.0,,,,,,,,-20.0,,,65.0,-71.0,,,,,-0.0,,,,,,,,-6.0,-26.0,2.0,-24.0,,,29.0
20180209,HSI,HEL. SUGAR INDUSTRY SA (CB),2014-06-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,-2.0,0.0,-1.0,,,,,,,2.0,-3.0,,,51.0,-43.0,,,,,-0.0,,,,,,,,7.0,5.0,5.0,9.0,,-2.0,-10.0
20180209,HSI,HEL. SUGAR INDUSTRY SA (CB),2015-06-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,-2.0,,,21.0,-34.0,,,,,-0.0,,,,30.0,,,,16.0,15.0,2.0,17.0,,-2.0,-5.0
20180209,HSI,HEL. SUGAR INDUSTRY SA (CB),2016-06-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,0.0,-0.0,,,1.0,-9.0,,,,,,,,,,,,,-7.0,-7.0,13.0,6.0,,-0.0,-2.0
20180209,HSI,HEL. SUGAR INDUSTRY SA (CB),2017-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,0.0,-0.0,,,1.0,-9.0,,,,,,,,,,,,,-7.0,-7.0,13.0,6.0,,-0.0,-2.0
20180209,HTO,OTE (CR),2012-12-01 00:00:00,,6.0,-31.0,-519.0,1107.0,,,919.0,,,,,,-247.0,,,,-116.0,,,,-247.0,-6.0,,,1167.0,-554.0,,,,380.0,,,-720.0,,,-225.0,1061.0,,,-17.0,150.0,,,466.0,-1299.0,,,,,-0.0,,,,,,2.0,,-833.0,478.0,683.0,1162.0,1167.0,-554.0,613.0
20180209,HTO,OTE (CR),2013-12-01 00:00:00,,-0.0,-154.0,-155.0,618.0,,,842.0,,,,,,,,,,,,,,,-3.0,,,1092.0,-605.0,,,,717.0,,,-226.0,-6.0,,-217.0,230.0,,,45.0,160.0,,,1246.0,-2201.0,,,,,-1.0,,,,,,3.0,-4.0,-966.0,283.0,1162.0,1444.0,1092.0,-605.0,487.0
20180209,HTO,OTE (CR),2014-12-01 00:00:00,,-3.0,-6.0,-9.0,213.0,,,796.0,,,,,,,,,,,,,,,-1.0,,,1000.0,-604.0,,,,5.0,,,,-43.0,-0.0,,25.0,,,-2.0,-576.0,,,700.0,-1014.0,,,,,-0.0,,,,,,,,-358.0,66.0,1444.0,1510.0,1000.0,-604.0,396.0
20180209,HTO,OTE (CR),2015-12-01 00:00:00,,-20.0,203.0,-22.0,152.0,,,829.0,,,,,-205.0,,,,,,,,,,5.0,,,943.0,-658.0,,,,,,,,,,-16.0,,,,13.0,-645.0,,,350.0,-800.0,,,,,-39.0,,,,,,,-0.0,-490.0,-187.0,1510.0,1322.0,943.0,-658.0,285.0
20180209,HTO,OTE (CR),2016-12-01 00:00:00,252.0,1.0,-88.0,-87.0,-22.0,,,881.0,,,,,,,,,,,,,,,-1.0,,,1025.0,-653.0,,,,-5.0,,,,,,,2.0,,,9.0,-647.0,,,389.0,-454.0,,,,,-49.0,,,,,,,,-114.0,263.0,1322.0,1586.0,1025.0,-653.0,372.0
20180209,HTO,OTE (CR),2017-12-01 00:00:00,253.0,21.0,-143.0,-122.0,-6.0,,,856.0,,,,,,,,,,,,,,,-5.0,,,980.0,-753.0,,,,,,,,,,,2.0,,,8.0,-742.0,,,,-223.0,,,,,-78.0,,,,-0.0,,,,-301.0,-68.0,1365.0,1297.0,980.0,-753.0,227.0
20180209,HYGEIA,HYGEIA SA (CR),2012-12-01 00:00:00,,1.0,-24.0,-23.0,-7.0,,,19.0,,,,,,,,,,,,,,,-0.0,,,-11.0,-9.0,,0.0,,,-2.0,0.0,,,,0.0,,,,1.0,-10.0,,,129.0,-120.0,,,,,,,,,,,,-1.0,8.0,-13.0,37.0,25.0,-11.0,-10.0,-22.0
20180209,HYGEIA,HYGEIA SA (CR),2013-12-01 00:00:00,,0.0,23.0,23.0,-32.0,,,19.0,,,,,,,,,,,,,,,0.0,,,10.0,-6.0,,1.0,,-1.0,-2.0,,-0.0,,,,0.0,,,1.0,-8.0,,,14.0,-14.0,,,,,,,,,,,,-2.0,-1.0,1.0,25.0,26.0,10.0,-8.0,2.0
20180209,HYGEIA,HYGEIA SA (CR),2014-12-01 00:00:00,,-0.0,-1.0,-1.0,-14.0,,,20.0,,,,,,,,,,,,,,,0.0,,,5.0,-5.0,,0.0,,,-2.0,,,,,0.0,0.0,,,0.0,-6.0,,,3.0,-15.0,,,,,,,,,,,,-4.0,-16.0,-17.0,26.0,9.0,5.0,-7.0,-2.0
20180209,HYGEIA,HYGEIA SA (CR),2015-12-01 00:00:00,-30.0,0.0,-2.0,-2.0,30.0,,,20.0,,,,,,,,,,,,,,,0.0,,,17.0,-4.0,,0.0,,,-2.0,,,,,,,,,0.0,-5.0,,,0.0,-7.0,,,,,,,,,,,,-0.0,-6.0,6.0,9.0,14.0,17.0,-5.0,12.0
20180209,HYGEIA,HYGEIA SA (CR),2016-12-01 00:00:00,-1.0,-0.0,-23.0,-23.0,10.0,,,18.0,,,,,,,,,,,,,,,0.0,,,8.0,-4.0,,0.0,,,-1.0,,,,,3.0,,,,0.0,-5.0,,,3.0,-5.0,,,,,,,,,,,,-0.0,-2.0,1.0,14.0,15.0,8.0,-5.0,3.0
20180209,HYGEIA,HYGEIA SA (CR),2017-12-01 00:00:00,1.0,-0.0,-19.0,-19.0,8.0,,,18.0,,,,,,,,,,,,,,,-0.0,,,11.0,-4.0,,0.0,,,-1.0,,,,,3.0,,,,0.0,-5.0,,,1.0,-6.0,,,,,,,,,,,,-0.0,-5.0,1.0,4.0,6.0,11.0,-5.0,6.0
20180209,IASO,IASO SA (CR),2012-12-01 00:00:00,,1.0,-11.0,-11.0,19.0,,,,,,,,,,,,,,,,,,,,,8.0,-2.0,,0.0,,0.0,-0.0,,,,,,,,,0.0,-1.0,,,0.0,-4.0,,,,,-0.0,,,,,,,,-4.0,3.0,8.0,11.0,8.0,-2.0,6.0
20180209,IASO,IASO SA (CR),2013-12-01 00:00:00,-1.0,-0.0,-9.0,-9.0,27.0,,,,,,,,,,,,,,,,,,,,,16.0,-2.0,,0.0,,0.0,-0.0,,-5.0,,,,6.0,,,0.0,-1.0,,,,-8.0,,,,,,,,,,,,,-8.0,7.0,11.0,17.0,16.0,-2.0,14.0
20180209,IASO,IASO SA (CR),2014-12-01 00:00:00,-3.0,-0.0,-18.0,-18.0,5.0,,,11.0,,,,,,,,,,,,,,,,,,-6.0,-3.0,,0.0,,0.0,-0.0,,-1.0,-0.0,,,1.0,,,0.0,-3.0,,,,-4.0,,,,,-1.0,,,,,,,1.0,-4.0,-12.0,17.0,5.0,-6.0,-3.0,-8.0
20180209,IASO,IASO SA (CR),2015-12-01 00:00:00,-3.0,-0.0,-19.0,-19.0,22.0,,,10.0,,,,,,,,,,,,,,,,,,11.0,-4.0,,0.0,,,-0.0,,-4.0,,,,2.0,,,0.0,-6.0,,,1.0,-0.0,,,,,,,,,,,,-0.0,1.0,6.0,5.0,11.0,11.0,-4.0,7.0
20180209,IASO,IASO SA (CR),2016-12-01 00:00:00,5.0,-0.0,-24.0,-24.0,19.0,,,10.0,,,,,,,,,,,,,,,,,,9.0,-4.0,,0.0,,,-0.0,,,,,,2.0,,,0.0,-2.0,,,,-3.0,,,,,,,,,,,,-0.0,-4.0,4.0,11.0,14.0,9.0,-4.0,5.0
20180209,IASO,IASO SA (CR),2017-12-01 00:00:00,10.0,-0.0,-27.0,-28.0,18.0,,,10.0,,,,,,,,,,,,,,,,,,10.0,-4.0,,0.0,,,-0.0,,,,,,,,,0.0,-4.0,,,,-7.0,,,,,,,,,,,,-1.0,-8.0,-2.0,11.0,9.0,10.0,-5.0,6.0
20180209,IATR,ATHENS MEDICAL CENTER SA (CR),2012-12-01 00:00:00,,,,,,,0.0,11.0,,,-16.0,,,,,,,,,,,,,34.0,18.0,47.0,,-7.0,,,,,,,,,,,,,1.0,-7.0,-148.0,,,,,,,,,,,,,,,162.0,15.0,55.0,15.0,70.0,,,
20180209,IATR,ATHENS MEDICAL CENTER SA (CR),2013-12-01 00:00:00,,,,,,,,9.0,,,,,,,,,,,,,,,,-3.0,-42.0,-36.0,,-6.0,,,,,,-2.0,,,,,,,2.0,-4.0,-11.0,,,,0.0,,,,,,,,,,,-2.0,-13.0,-53.0,70.0,16.0,,,
20180209,IATR,ATHENS MEDICAL CENTER SA (CR),2014-12-01 00:00:00,,,,,,,,9.0,,,8.0,,,,,,,,,,,,,1.0,-14.0,5.0,,-3.0,,,,,,,,,0.0,,,,-0.0,-3.0,-12.0,,,,,,,,,,,,,,,-1.0,-13.0,-11.0,16.0,5.0,,,
20180209,IATR,ATHENS MEDICAL CENTER SA (CR),2015-12-01 00:00:00,,,,,,,,9.0,,8.0,7.0,,,,,,,,,,,,,-0.0,-10.0,13.0,,-2.0,,,,,,,,,-1.0,,,,0.0,-2.0,,,,,,-6.0,,,-0.0,,,,,,,-0.0,-6.0,5.0,5.0,10.0,,,
20180209,IATR,ATHENS MEDICAL CENTER SA (CR),2016-12-01 00:00:00,,,,,,,,8.0,,-2.0,-6.0,,,,,,,,,,,,,0.0,9.0,10.0,,-4.0,,,,,,,,,-0.0,,,,0.0,-4.0,,,,,1.0,-5.0,,,-0.0,,,,,,,-0.0,-4.0,2.0,10.0,12.0,,,
20180209,IATR,ATHENS MEDICAL CENTER SA (CR),2017-12-01 00:00:00,,,,,,,,8.0,,-5.0,-7.0,,,,,,,,,,,,,-0.0,13.0,9.0,,-5.0,,,,,,,,,0.0,,,,0.0,-5.0,,,,,0.0,-5.0,,,-0.0,,,,,,,-0.0,-4.0,-0.0,5.0,4.0,,,
20180209,INKAT,INTRACOM CONSTR. (CR),2012-12-01 00:00:00,-2.0,-3.0,5.0,2.0,5.0,,,3.0,,,,,,,,,,,,,,,,,,8.0,-3.0,,0.0,,-0.0,-0.0,,-0.0,,,,,,,1.0,-1.0,,,6.0,-10.0,,,,,,,,,,,,-0.0,-4.0,2.0,12.0,14.0,8.0,-3.0,5.0
20180209,INKAT,INTRACOM CONSTR. (CR),2013-12-01 00:00:00,-23.0,-0.0,16.0,16.0,8.0,,,3.0,,,,,,,,,,-2.0,,,,,,,,1.0,-5.0,,3.0,,-0.0,-0.0,,-6.0,,,-0.0,0.0,,,1.0,-7.0,,,23.0,-4.0,,,,,,,,,,,,-0.0,18.0,13.0,14.0,27.0,1.0,-5.0,-3.0
20180209,INKAT,INTRACOM CONSTR. (CR),2014-12-01 00:00:00,0.0,-2.0,7.0,4.0,-5.0,,,3.0,,,,,,,,,,1.0,,,,,,,,4.0,-30.0,,0.0,,-1.0,-0.0,,-1.0,,,1.0,3.0,,,2.0,-27.0,,,21.0,-13.0,,,,,,,,,,,,1.0,9.0,-13.0,39.0,26.0,4.0,-30.0,-25.0
20180209,INKAT,INTRACOM CONSTR. (CR),2015-12-01 00:00:00,-6.0,0.0,-15.0,-15.0,3.0,,,4.0,,,,,,,,,,2.0,,,,,,,,-13.0,-6.0,,0.0,,0.0,-1.0,,-4.0,,,,,,,0.0,-11.0,,,63.0,-33.0,,,,,,,,,,,,-0.0,29.0,6.0,26.0,31.0,-13.0,-8.0,-21.0
20180209,INKAT,INTRACOM CONSTR. (CR),2016-12-01 00:00:00,-5.0,-1.0,6.0,5.0,-0.0,,,4.0,,,,,,,,,,3.0,,,,,,,,8.0,-16.0,,1.0,,-1.0,,,-0.0,,,2.0,,,,0.0,-16.0,,,66.0,-71.0,,,,,,,,,0.0,,,-4.0,-9.0,-17.0,31.0,14.0,8.0,-16.0,-8.0
20180209,INKAT,INTRACOM CONSTR. (CR),2017-12-01 00:00:00,-8.0,0.0,68.0,69.0,1.0,,,4.0,,,,,,,,,,2.0,,,,,,,,70.0,-15.0,,0.0,,-3.0,,,-0.0,,,2.0,,,,1.0,-17.0,,,62.0,-72.0,,,,,,,,,3.0,,,1.0,-6.0,46.0,16.0,63.0,70.0,-15.0,55.0
20180209,INLOT,INTRALOT (CR),2012-12-01 00:00:00,58.0,5.0,-16.0,-10.0,-27.0,,,93.0,,,,,,,,,,,,,,,,,,114.0,-119.0,,2.0,,1.0,,,,,,,,,,15.0,-101.0,,,46.0,-40.0,,,,,-20.0,,,,0.0,,,-6.0,-20.0,-8.0,142.0,135.0,114.0,-119.0,-5.0
20180209,INLOT,INTRALOT (CR),2013-12-01 00:00:00,54.0,-4.0,-24.0,-28.0,-36.0,,,92.0,,,,,,,,,,,,,,,,,,81.0,-58.0,,0.0,,-23.0,,,,,,,,,,11.0,-70.0,,,492.0,-472.0,,,,,-17.0,,,,,,,-7.0,-3.0,8.0,135.0,143.0,81.0,-58.0,23.0
20180209,INLOT,INTRALOT (CR),2014-12-01 00:00:00,37.0,-5.0,5.0,-1.0,-28.0,,,87.0,,,,,,,,,,,,,,,,,,95.0,-67.0,,0.0,,8.0,,,,-0.0,,,,,,15.0,-45.0,,,521.0,-262.0,,,,,-24.0,,,,,,,-12.0,223.0,274.0,143.0,417.0,95.0,-67.0,28.0
20180209,INLOT,INTRALOT (CR),2015-12-01 00:00:00,26.0,1.0,-43.0,-42.0,32.0,,,98.0,,,,,,,,,,,,,,,-12.0,,,114.0,-71.0,,2.0,,,,,,,,,,,,9.0,-60.0,,,61.0,-100.0,,,,,-68.0,,,,,,,-76.0,-182.0,-140.0,417.0,277.0,114.0,-71.0,43.0
20180209,INLOT,INTRALOT (CR),2016-12-01 00:00:00,,3.0,2.0,5.0,76.0,,,87.0,,,,,,,,,,,,,,,-5.0,,,168.0,-65.0,,3.0,,4.0,,,,-5.0,,,,,,9.0,-50.0,,,304.0,-392.0,,,,,-42.0,,,,,,,-90.0,-225.0,-112.0,277.0,164.0,168.0,-65.0,103.0
20180209,INLOT,INTRALOT (CR),2017-12-01 00:00:00,,-3.0,11.0,8.0,90.0,,,69.0,,,,,,,,,,,,,,,-12.0,,,167.0,-78.0,,0.0,,43.0,,,,-4.0,,,,,,8.0,-26.0,,,588.0,-515.0,,,,,-39.0,,,,,,,-67.0,-38.0,92.0,398.0,490.0,167.0,-78.0,90.0
20180209,INTERCO,INTERCONTINENTAL (CR),2012-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180209,INTERCO,INTERCONTINENTAL (CR),2013-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180209,INTERCO,INTERCONTINENTAL (CR),2014-12-01 00:00:00,,,0.0,,3.0,,,,,,,,,,,,,,,,,,2.0,,,3.0,,,,,,,,-5.0,,,,,,,0.0,-5.0,,,,-0.0,,,,,,,,,,,,,-0.0,-0.0,21.0,21.0,3.0,-0.0,3.0
20180209,INTERCO,INTERCONTINENTAL (CR),2015-12-01 00:00:00,,,-0.0,,3.0,,,,,,,,,,,,,,,,,,2.0,,,3.0,,,,,,,,-5.0,,,,,,,0.0,-5.0,,,,-0.0,,,,,,,,,,,,,-0.0,0.0,21.0,21.0,3.0,-0.0,3.0
20180209,INTERCO,INTERCONTINENTAL (CR),2016-12-01 00:00:00,,,-0.0,,3.0,,,,,,,,,,,,,,,,,,1.0,,,3.0,-0.0,,0.0,,,,,-7.0,,,,,,,2.0,-5.0,,,,-1.0,,,,,,,,,14.0,,,-1.0,13.0,12.0,21.0,33.0,3.0,-0.0,3.0
20180209,INTERCO,INTERCONTINENTAL (CR),2017-12-01 00:00:00,,,0.0,,3.0,,,,,,,,,,,,,,,,,,-0.0,,,3.0,,,,,,,,-17.0,,,,,,,0.0,-17.0,,,,-1.0,,,,,,,,,,,,5.0,4.0,-10.0,29.0,19.0,3.0,,3.0
20180209,INTRK,INTRACOM HOLDINGS (CR),2012-12-01 00:00:00,-50.0,-12.0,31.0,18.0,26.0,,,72.0,,,,,,,,,,,,,,,,,,66.0,-21.0,,0.0,,0.0,-19.0,0.0,-0.0,,,,,,,1.0,-38.0,,,11.0,-26.0,,,,,-0.0,,,,,,,-2.0,-17.0,10.0,43.0,53.0,66.0,-40.0,26.0
20180209,INTRK,INTRACOM HOLDINGS (CR),2013-12-01 00:00:00,,0.0,15.0,15.0,-16.0,,,62.0,,,,,,,,,,-3.0,,,,,,,,58.0,-29.0,,4.0,,12.0,-20.0,0.0,-8.0,,,,,,,1.0,-39.0,,,26.0,-19.0,,,,,,,,,,,,-3.0,4.0,23.0,53.0,76.0,58.0,-49.0,9.0
20180209,INTRK,INTRACOM HOLDINGS (CR),2014-12-01 00:00:00,24.0,3.0,34.0,37.0,-29.0,,,38.0,,,,,,,,,,2.0,,,,,,,,73.0,-34.0,,0.0,,81.0,-18.0,,-4.0,,,1.0,5.0,,,3.0,32.0,,,21.0,-82.0,,,,,,,,,,,,2.0,-59.0,47.0,76.0,123.0,73.0,-52.0,21.0
20180209,INTRK,INTRACOM HOLDINGS (CR),2015-12-01 00:00:00,,8.0,-64.0,-56.0,-10.0,,,9.0,,,,,,,,,,4.0,,,,,,,,-52.0,-8.0,,0.0,,,-2.0,0.0,-2.0,,,1.0,,,,-5.0,-16.0,,,69.0,-33.0,,,,,,,,,,,,-1.0,35.0,-33.0,123.0,89.0,-52.0,-10.0,-62.0
20180209,INTRK,INTRACOM HOLDINGS (CR),2016-12-01 00:00:00,-4.0,-3.0,46.0,44.0,-1.0,,,8.0,,,,,,,,,,6.0,,,,,0.0,,,54.0,-11.0,,1.0,,-0.0,-2.0,,-9.0,,,0.0,1.0,,,-0.0,-21.0,,,68.0,-75.0,,,,,,,,,,,,-7.0,-15.0,19.0,89.0,108.0,54.0,-13.0,41.0
20180209,INTRK,INTRACOM HOLDINGS (CR),2017-12-01 00:00:00,,,,,86.0,,,,,,,,,,,,,,,,,,-0.0,,,86.0,-10.0,,0.0,,-0.0,-3.0,0.0,-8.0,,,,1.0,,,-5.0,-24.0,,,62.0,-76.0,,,,,,,,,,,,-7.0,-21.0,41.0,96.0,136.0,86.0,-12.0,73.0
20180209,KARE,KARELIA TOBACCO CO. SA (CB),2012-12-01 00:00:00,48.0,16.0,-55.0,-39.0,-0.0,,,4.0,,,,,,,,,,,,,,,,,,12.0,-4.0,,,,,-0.0,,,,,-0.0,,,,4.0,0.0,,,,,,,,,-21.0,,,,,,,,-21.0,-8.0,181.0,173.0,12.0,-4.0,9.0
20180209,KARE,KARELIA TOBACCO CO. SA (CB),2013-12-01 00:00:00,,-31.0,8.0,-23.0,23.0,,,4.0,,,,,,,,,,21.0,,,,,,,,26.0,-6.0,,,,,-0.0,,,,,,,,,3.0,-3.0,,,,,,,,,-24.0,,,,,,,,-24.0,-1.0,173.0,172.0,26.0,-6.0,20.0
20180209,KARE,KARELIA TOBACCO CO. SA (CB),2014-12-01 00:00:00,,46.0,1.0,47.0,39.0,,,4.0,,,,,,,,,,23.0,,,,,,,,113.0,-2.0,,,,,-0.0,,,,,,,,,3.0,1.0,,,,,,,,,-23.0,,,,,,,,-23.0,91.0,173.0,263.0,113.0,-2.0,111.0
20180209,KARE,KARELIA TOBACCO CO. SA (CB),2015-12-01 00:00:00,,-40.0,-11.0,-52.0,50.0,,,4.0,,,,,,,,,,30.0,,,,,,,,33.0,-5.0,,0.0,,,,,-151.0,,,,,,,1.0,-156.0,,,,,,,,,-26.0,,,,,,,,-26.0,-148.0,263.0,115.0,33.0,-5.0,28.0
20180209,KARE,KARELIA TOBACCO CO. SA (CB),2016-12-01 00:00:00,62.0,-121.0,17.0,-104.0,-35.0,,,4.0,,,,,,,,,,27.0,,,,,,,,-49.0,-11.0,,0.0,,,,,,,,-3.0,,,,24.0,14.0,,,90.0,-90.0,,,,,-23.0,,,,,,,0.0,-23.0,-59.0,115.0,56.0,-49.0,-11.0,-60.0
20180209,KARE,KARELIA TOBACCO CO. SA (CB),2017-12-01 00:00:00,59.0,57.0,23.0,80.0,-35.0,,,5.0,,,,,,,,,,23.0,,,,,,,,129.0,-4.0,,1.0,,,,,,,,-2.0,,,,-31.0,-33.0,,,,,,,,,-25.0,,,,,,,0.0,-25.0,70.0,73.0,143.0,129.0,-4.0,125.0
20180209,KERAL,KERAMIA-ALLATINI (CR),2007-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180209,KERAL,KERAMIA-ALLATINI (CR),2008-12-01 00:00:00,-2.0,0.0,1.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,-0.0,-0.0,,,,,,,,,,0.0,,,,,-0.0,,,,-1.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
20180209,KERAL,KERAMIA-ALLATINI (CR),2009-12-01 00:00:00,3.0,-0.0,-1.0,-1.0,-5.0,,,1.0,,,,,,,,,,,,,,,,,,-2.0,-0.0,,1.0,,,,,,,,0.0,,,,,1.0,,,,-0.0,,,,,,,,,,,,2.0,2.0,0.0,0.0,0.0,-2.0,-0.0,-2.0
20180209,KERAL,KERAMIA-ALLATINI (CR),2010-12-01 00:00:00,-1.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,-0.0,-0.0,,,,,,,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
20180209,KERAL,KERAMIA-ALLATINI (CR),2011-12-01 00:00:00,,,0.0,0.0,-1.0,,,0.0,,,,,,,,,,,,,,,,,,-0.0,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,-0.0,0.0,0.0,-0.0,,-0.0
20180209,KERAL,KERAMIA-ALLATINI (CR),2017-12-01 00:00:00,,,0.0,0.0,-1.0,,,0.0,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-0.0,0.0,-0.0,-1.0,,-1.0
20180209,KYRI,KIRIAKOULIS SHIPPING SA (CR),2012-12-01 00:00:00,,-0.0,-0.0,-0.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,2.0,-3.0,,3.0,,1.0,,,,,,,,,,0.0,1.0,,,2.0,-4.0,,,,,,,,,,,,-1.0,-2.0,1.0,3.0,3.0,2.0,-3.0,-1.0
20180209,KYRI,KIRIAKOULIS SHIPPING SA (CR),2013-12-01 00:00:00,,0.0,1.0,2.0,-0.0,,,2.0,,,,,,,,,,,,,,,,,,3.0,-2.0,,2.0,,,,,,,,,,,,0.0,1.0,,,2.0,-4.0,,,,,,,,,,,,-1.0,-3.0,1.0,1.0,3.0,3.0,-2.0,1.0
